ra,dec,vmag,colour
20.28064145,28.73838983,5.23,FFFFFFFF
326.0350187,28.74322228,4.49,FFFFFFFF
131.6743096,28.76000509,4.03,FFFFFFFF
271.8856282,28.76247025,3.84,FFFFFFFF
328.1248171,28.79369216,5.52,FFFFFFFF
259.7020634,28.82298375,5.68,FFFFFFFF
357.4139688,28.84232813,5.95,FFFFFFFF
275.2542398,28.86983516,5.12,FFFFFFFF
115.8278555,28.8840717,4.23,FFFFFFFF
184.3774888,28.93710321,5.71,FFFFFFFF
68.65830037,28.96120368,5.88,FFFFFFFF
331.3943944,28.96400385,5.69,FFFFFFFF
101.1894363,28.97098912,5.42,FFFFFFFF
99.59591342,28.98439129,5.76,FFFFFFFF
14.4589515,28.9922356,5.44,FFFFFFFF
61.75215574,29.00128762,5.21,FFFFFFFF
50.08485949,29.04849835,4.47,FFFFFFFF
47.40303182,29.07711221,5.74,FFFFFFFF
2.09653333,29.09082805,2.07,FFFFFFFF
231.9577163,29.10549164,3.66,FFFFFFFF
244.1865483,29.1503022,5.80,FFFFFFFF
228.6216882,29.16422593,5.28,FFFFFFFF
84.8263042,29.21523028,5.98,FFFFFFFF
41.97683942,29.24742385,4.52,FFFFFFFF
269.4409611,29.24792527,3.70,FFFFFFFF
340.4392072,29.3076892,4.80,FFFFFFFF
154.0603308,29.31055982,5.49,FFFFFFFF
9.63958024,29.312369,4.34,FFFFFFFF
267.5952998,29.32202669,5.51,FFFFFFFF
105.8764768,29.33909345,5.93,FFFFFFFF
355.9976585,29.36155278,4.93,FFFFFFFF
293.7121608,29.46291111,5.39,FFFFFFFF
93.84473576,29.49871224,4.32,FFFFFFFF
80.30286824,29.56988462,5.66,FFFFFFFF
28.27041595,29.57939727,3.42,FFFFFFFF
230.0359915,29.61631109,5.51,FFFFFFFF
291.031549,29.6213112,4.99,FFFFFFFF
149.9011569,29.64532453,5.75,FFFFFFFF
137.0002976,29.65422729,5.42,FFFFFFFF
123.2869772,29.6565862,5.62,FFFFFFFF
37.04162643,29.66953828,5.29,FFFFFFFF
218.6695438,29.74480735,4.47,FFFFFFFF
7.53056566,29.75169567,5.20,FFFFFFFF
252.6623424,29.80654506,5.73,FFFFFFFF
276.4948817,29.82898959,5.81,FFFFFFFF
240.3607943,29.85107821,4.98,FFFFFFFF
275.2373726,29.85879387,5.61,FFFFFFFF
300.9039405,29.89807932,5.73,FFFFFFFF
37.20224439,29.93158402,5.89,FFFFFFFF
145.8886306,29.97472479,5.64,FFFFFFFF
25.413509,30.04713542,5.97,FFFFFFFF
17.91494471,30.08972962,4.51,FFFFFFFF
294.8441846,30.1532335,4.68,FFFFFFFF
327.4611748,30.17427852,5.07,FFFFFFFF
269.6256239,30.18926892,4.41,FFFFFFFF
317.16197,30.20568797,5.60,FFFFFFFF
81.78446999,30.20861412,5.69,FFFFFFFF
340.7505357,30.22130866,2.93,FFFFFFFF
318.2340898,30.22708128,3.21,FFFFFFFF
107.7849651,30.24528065,4.41,FFFFFFFF
230.8009428,30.28824114,4.99,FFFFFFFF
33.09301632,30.30321507,4.94,FFFFFFFF
309.7480649,30.33442469,5.68,FFFFFFFF
307.348879,30.36855661,4.01,FFFFFFFF
217.957741,30.37114497,3.57,FFFFFFFF
350.2062685,30.4150884,5.58,FFFFFFFF
84.65874822,30.49244147,5.40,FFFFFFFF
97.14203636,30.49306993,5.75,FFFFFFFF
288.8534831,30.52644519,5.88,FFFFFFFF
278.2081202,30.55418062,5.47,FFFFFFFF
48.83519839,30.55667481,5.61,FFFFFFFF
271.7566983,30.56186809,5.05,FFFFFFFF
133.5612696,30.57917723,5.40,FFFFFFFF
161.4663007,30.68240198,5.36,FFFFFFFF
311.415663,30.7196568,4.22,FFFFFFFF
195.0686894,30.78503676,4.88,FFFFFFFF
9.83165567,30.86122579,3.27,FFFFFFFF
245.5245422,30.89173424,4.86,FFFFFFFF
255.0725258,30.92633926,3.92,FFFFFFFF
5.10163324,30.93561514,5.89,FFFFFFFF
113.7867379,30.9609101,5.34,FFFFFFFF
299.6581617,30.98367174,5.51,FFFFFFFF
81.16052742,31.14316298,5.94,FFFFFFFF
262.7307129,31.15810073,5.63,FFFFFFFF
144.1785437,31.16184064,5.57,FFFFFFFF
316.6260071,31.18466842,5.77,FFFFFFFF
207.1614124,31.19011458,5.61,FFFFFFFF
145.3962724,31.27784047,5.90,FFFFFFFF
287.9417128,31.2834636,5.93,FFFFFFFF
353.4881388,31.32532196,4.97,FFFFFFFF
233.2324831,31.35915517,4.14,FFFFFFFF
272.9756952,31.4052884,4.96,FFFFFFFF
17.7782219,31.42476555,5.15,FFFFFFFF
72.30347923,31.43762493,5.57,FFFFFFFF
66.52607257,31.43920664,5.29,FFFFFFFF
4.65924059,31.51723388,5.88,FFFFFFFF
169.5468333,31.53077778,3.79,FFFFFFFF
250.3228213,31.60188695,2.81,FFFFFFFF
253.242168,31.70171538,5.34,FFFFFFFF
88.74591834,31.70193276,5.90,FFFFFFFF
286.2409305,31.74425746,5.63,FFFFFFFF
175.3937524,31.7459835,5.73,FFFFFFFF
112.2775405,31.78407932,4.16,FFFFFFFF
228.5250612,31.78791816,5.98,FFFFFFFF
36.86578353,31.80134872,5.55,FFFFFFFF
15.70452742,31.80433674,5.50,FFFFFFFF
350.4788585,31.81248117,5.35,FFFFFFFF
58.53299363,31.88365776,2.84,FFFFFFFF
113.650019,31.88863645,1.58,FFFFFFFF
150.2542513,31.9247146,5.37,FFFFFFFF
280.9650595,31.92691949,5.68,FFFFFFFF
44.32200201,31.93429432,5.10,FFFFFFFF
159.6800527,31.97622008,4.68,FFFFFFFF
285.0034226,32.14549051,4.94,FFFFFFFF
49.14663457,32.18421948,5.98,FFFFFFFF
305.9649834,32.19018607,4.43,FFFFFFFF
83.18197584,32.1920314,4.71,FFFFFFFF
301.1507363,32.21862467,5.62,FFFFFFFF
322.0339951,32.22513677,5.75,FFFFFFFF
271.4566582,32.23072212,5.72,FFFFFFFF
135.3505385,32.25229474,5.89,FFFFFFFF
56.07969347,32.28827325,3.84,FFFFFFFF
310.2605837,32.30731586,5.53,FFFFFFFF
157.9640163,32.3795376,5.90,FFFFFFFF
351.2117538,32.38487495,5.56,FFFFFFFF
134.8861857,32.41864339,5.23,FFFFFFFF
295.6858524,32.42674436,5.93,FFFFFFFF
98.11334517,32.45494059,5.82,FFFFFFFF
260.1644731,32.47027246,5.38,FFFFFFFF
133.1442678,32.47412331,5.67,FFFFFFFF
286.8562312,32.50166027,5.20,FFFFFFFF
235.9971685,32.51582804,5.57,FFFFFFFF
282.4705204,32.55108873,5.22,FFFFFFFF
337.5074696,32.57267245,5.64,FFFFFFFF
72.32941395,32.58826794,5.84,FFFFFFFF
102.4222436,32.60687904,5.72,FFFFFFFF
78.85171534,32.6875699,5.01,FFFFFFFF
27.17366149,32.68948705,5.78,FFFFFFFF
284.7359357,32.68955312,3.25,FFFFFFFF
93.08387494,32.69338941,5.78,FFFFFFFF
129.5791578,32.80202805,5.96,FFFFFFFF
282.441303,32.81283298,5.93,FFFFFFFF
284.256123,32.90162351,5.20,FFFFFFFF
134.2359764,32.91058931,5.44,FFFFFFFF
5.18974442,32.91122853,5.79,FFFFFFFF
230.452538,32.93366086,5.38,FFFFFFFF
184.1257284,33.06179861,4.99,FFFFFFFF
57.3862602,33.09138142,5.14,FFFFFFFF
169.6198139,33.09423881,3.49,FFFFFFFF
259.3315437,33.10011419,4.80,FFFFFFFF
74.24840098,33.16613537,2.69,FFFFFFFF
179.8230739,33.16702114,5.95,FFFFFFFF
332.3069817,33.1724976,5.58,FFFFFFFF
332.496886,33.17826747,4.28,FFFFFFFF
188.4121025,33.24766003,5.42,FFFFFFFF
30.7415286,33.28415151,5.50,FFFFFFFF
240.2616625,33.30538815,5.39,FFFFFFFF
228.8754324,33.31510222,3.46,FFFFFFFF
33.98456296,33.35897589,5.25,FFFFFFFF
282.5199746,33.36267788,3.52,FFFFFFFF
79.54395049,33.37200411,4.54,FFFFFFFF
116.8764029,33.41576665,5.14,FFFFFFFF
313.4746104,33.43780855,5.47,FFFFFFFF
272.937965,33.44702748,5.98,FFFFFFFF
279.1556244,33.46903738,5.41,FFFFFFFF
353.6591943,33.4972759,5.63,FFFFFFFF
163.9352606,33.50699574,5.02,FFFFFFFF
51.12366306,33.53601771,5.78,FFFFFFFF
255.4014973,33.56826922,5.27,FFFFFFFF
7.85668759,33.58168169,5.88,FFFFFFFF
62.74592506,33.5868138,5.75,FFFFFFFF
142.6801394,33.65582773,5.87,FFFFFFFF
104.2522359,33.68103629,5.91,FFFFFFFF
245.6217597,33.70335685,5.40,FFFFFFFF
156.0358932,33.71853542,5.52,FFFFFFFF
9.22016239,33.71935227,4.34,FFFFFFFF
359.8722243,33.72413297,5.81,FFFFFFFF
296.6065996,33.72868813,5.00,FFFFFFFF
303.8491309,33.7293702,5.70,FFFFFFFF
79.7500805,33.74846576,5.38,FFFFFFFF
156.478613,33.79626364,4.72,FFFFFFFF
245.5892562,33.79914473,5.20,FFFFFFFF
52.08616659,33.80769703,5.72,FFFFFFFF
34.32848216,33.84732099,4.03,FFFFFFFF
243.6710033,33.85882404,5.23,FFFFFFFF
137.213353,33.88249742,5.95,FFFFFFFF
155.776407,33.90815509,5.89,FFFFFFFF
14.55914315,33.95105921,5.99,FFFFFFFF
80.00383769,33.95806265,5.05,FFFFFFFF
66.15593384,33.95988843,5.77,FFFFFFFF
103.1972503,33.96136985,3.60,FFFFFFFF
55.59434812,33.96503899,4.97,FFFFFFFF
283.7188367,33.96858048,5.99,FFFFFFFF
311.5518009,33.96945334,2.48,FFFFFFFF
106.8433805,34.00936165,5.94,FFFFFFFF
163.7425836,34.03490757,5.73,FFFFFFFF
199.6154477,34.09829261,5.81,FFFFFFFF
66.12141978,34.1308408,5.73,FFFFFFFF
175.2626048,34.20256022,5.31,FFFFFFFF
163.3276661,34.21556641,3.79,FFFFFFFF
49.68259978,34.2226737,4.85,FFFFFFFF
34.26007346,34.22482985,4.84,FFFFFFFF
79.0756354,34.31221188,5.99,FFFFFFFF
231.5727702,34.3358496,5.46,FFFFFFFF
57.97381828,34.3591292,5.78,FFFFFFFF
311.794685,34.37410329,4.93,FFFFFFFF
81.70334709,34.39182774,5.92,FFFFFFFF
140.2644117,34.39252592,3.14,FFFFFFFF
207.9478731,34.44431774,4.76,FFFFFFFF
292.9430044,34.45297707,4.74,FFFFFFFF
106.5484598,34.47408682,5.55,FFFFFFFF
81.91203061,34.47598643,5.08,FFFFFFFF
38.21940851,34.54245642,5.84,FFFFFFFF
65.10273351,34.56674228,4.93,FFFFFFFF
114.791485,34.58463287,4.89,FFFFFFFF
333.1992128,34.60471273,5.34,FFFFFFFF
138.8098261,34.63339985,5.98,FFFFFFFF
207.7883692,34.66453,5.89,FFFFFFFF
38.94498948,34.68768289,5.38,FFFFFFFF
261.6923553,34.69569698,5.94,FFFFFFFF
319.4794496,34.8968812,4.41,FFFFFFFF
177.4241629,34.9317394,5.73,FFFFFFFF
304.662791,34.98278431,5.14,FFFFFFFF
32.38550383,34.98739204,3.00,FFFFFFFF
158.3788815,34.98870207,5.57,FFFFFFFF
205.6809212,34.98899453,5.98,FFFFFFFF
114.6368165,35.04848403,5.58,FFFFFFFF
42.87846216,35.05989415,4.56,FFFFFFFF
59.11953366,35.0809084,5.49,FFFFFFFF
299.0766507,35.08349079,3.89,FFFFFFFF
142.8852068,35.10350902,5.39,FFFFFFFF
44.7654574,35.18311415,4.94,FFFFFFFF
225.7753483,35.20577288,5.52,FFFFFFFF
151.8571881,35.24469176,4.49,FFFFFFFF
25.51439571,35.24576705,5.63,FFFFFFFF
308.4757843,35.25086482,4.61,FFFFFFFF
139.6080997,35.36412574,5.94,FFFFFFFF
9.33844167,35.39951013,5.45,FFFFFFFF
53.16675711,35.46172039,5.91,FFFFFFFF
214.4992337,35.50947085,4.80,FFFFFFFF
325.5045003,35.51019572,5.98,FFFFFFFF
17.43248991,35.62083048,2.07,FFFFFFFF
237.8080723,35.65822638,4.79,FFFFFFFF
59.74124892,35.79102701,3.98,FFFFFFFF
196.4352601,35.79885169,5.20,FFFFFFFF
143.916781,35.81076694,5.40,FFFFFFFF
257.0086705,35.93521504,5.41,FFFFFFFF
301.5913723,35.97353894,5.38,FFFFFFFF
180.4147183,36.04227697,5.59,FFFFFFFF
274.965505,36.06444696,4.33,FFFFFFFF
164.886412,36.09322401,5.99,FFFFFFFF
286.8255396,36.10016754,5.25,FFFFFFFF
38.02556633,36.14723132,5.15,FFFFFFFF
204.3654038,36.29484073,4.82,FFFFFFFF
167.3296331,36.30943441,5.71,FFFFFFFF
291.5380162,36.31786478,5.17,FFFFFFFF
343.9353883,36.35139364,5.73,FFFFFFFF
143.5557374,36.39761338,4.54,FFFFFFFF
272.0096136,36.40171633,5.49,FFFFFFFF
128.6829315,36.41971903,5.76,FFFFFFFF
242.9502542,36.42516245,5.62,FFFFFFFF
357.420667,36.42539712,5.86,FFFFFFFF
307.3349524,36.45473284,5.90,FFFFFFFF
56.13082016,36.46020384,5.60,FFFFFFFF
272.4957762,36.46625671,5.57,FFFFFFFF
242.2430357,36.49010935,4.73,FFFFFFFF
311.8521956,36.49073658,4.53,FFFFFFFF
240.8306618,36.63181986,5.79,FFFFFFFF
234.8445158,36.63582763,4.64,FFFFFFFF
239.7403975,36.64370627,5.61,FFFFFFFF
321.4459174,36.66740768,5.93,FFFFFFFF
73.15833005,36.70319636,4.79,FFFFFFFF
156.9712187,36.70747818,4.20,FFFFFFFF
110.5112018,36.76063782,5.12,FFFFFFFF
4.58210555,36.7853273,4.51,FFFFFFFF
139.7111139,36.80289763,3.82,FFFFFFFF
303.6332603,36.8061354,4.93,FFFFFFFF
258.7618928,36.80915527,3.16,FFFFFFFF
302.3567364,36.83959003,4.93,FFFFFFFF
283.6262029,36.89860518,4.22,FFFFFFFF
283.4314939,36.97172755,5.58,FFFFFFFF
298.7010112,36.99565531,5.79,FFFFFFFF
304.6192749,36.9997539,5.58,FFFFFFFF
299.9799798,37.04288602,5.15,FFFFFFFF
343.7607664,37.07680479,5.91,FFFFFFFF
321.8390177,37.11679196,5.30,FFFFFFFF
260.9207203,37.14592396,4.15,FFFFFFFF
203.6989429,37.18243871,4.91,FFFFFFFF
89.93015897,37.21276409,2.65,FFFFFFFF
23.56915511,37.23719753,5.90,FFFFFFFF
269.0632439,37.25052158,3.86,FFFFFFFF
29.03845779,37.251804,5.69,FFFFFFFF
222.624176,37.27181511,5.47,FFFFFFFF
28.97697359,37.27780093,5.89,FFFFFFFF
259.4178578,37.29134328,4.64,FFFFFFFF
87.7600428,37.30568175,4.72,FFFFFFFF
38.91142631,37.3122905,5.72,FFFFFFFF
296.0689651,37.35426967,4.89,FFFFFFFF
231.1230676,37.37696091,4.31,FFFFFFFF
81.16309201,37.38537514,5.02,FFFFFFFF
246.3506908,37.39407872,5.53,FFFFFFFF
152.8033048,37.40197095,5.86,FFFFFFFF
342.0461123,37.41684226,5.82,FFFFFFFF
305.9348554,37.47644822,5.87,FFFFFFFF
72.47777728,37.48818131,4.89,FFFFFFFF
192.5450236,37.51688446,5.87,FFFFFFFF
116.6635804,37.51736326,5.15,FFFFFFFF
55.28267183,37.58026421,5.55,FFFFFFFF
281.200791,37.59456466,5.73,FFFFFFFF
281.1930661,37.60505025,4.34,FFFFFFFF
20.91898254,37.71499034,5.60,FFFFFFFF
17.79287081,37.72413814,5.80,FFFFFFFF
333.9923757,37.74873483,4.14,FFFFFFFF
32.12144102,37.85918337,4.78,FFFFFFFF
74.81406425,37.8904824,4.93,FFFFFFFF
159.7824812,37.9101113,5.84,FFFFFFFF
238.948188,37.94676324,5.43,FFFFFFFF
27.16184118,37.95293583,5.94,FFFFFFFF
5.28010785,37.96869954,5.16,FFFFFFFF
128.2293989,38.01678677,5.88,FFFFFFFF
304.4466852,38.0329471,4.77,FFFFFFFF
62.15206221,38.04022796,5.52,FFFFFFFF
318.6972776,38.04432043,3.74,FFFFFFFF
289.0920643,38.13372778,4.35,FFFFFFFF
350.2215363,38.18247497,5.77,FFFFFFFF
169.7830976,38.18572227,4.76,FFFFFFFF
319.8424182,38.23748156,5.89,FFFFFFFF
284.5079244,38.26618277,5.89,FFFFFFFF
70.45865407,38.28042013,5.97,FFFFFFFF
325.8567789,38.28360055,5.69,FFFFFFFF
218.0198242,38.30788348,3.04,FFFFFFFF
194.0025159,38.31469771,5.61,FFFFFFFF
194.0076705,38.31824617,2.89,FFFFFFFF
42.64547584,38.31890838,4.22,FFFFFFFF
43.42740906,38.33767914,5.34,FFFFFFFF
115.061343,38.34456671,5.77,FFFFFFFF
296.8657344,38.40761671,5.83,FFFFFFFF
306.8928121,38.44052275,5.63,FFFFFFFF
99.13682373,38.4455521,5.40,FFFFFFFF
136.6324502,38.45225024,4.56,FFFFFFFF
91.64620701,38.48277233,5.35,FFFFFFFF
78.35721486,38.48467394,4.82,FFFFFFFF
298.9656717,38.48670392,4.95,FFFFFFFF
197.5136195,38.49887224,5.91,FFFFFFFF
14.18790699,38.49925513,3.86,FFFFFFFF
206.579577,38.5036561,5.92,FFFFFFFF
323.6936559,38.53382684,4.87,FFFFFFFF
206.7494785,38.54274988,5.51,FFFFFFFF
4.27306518,38.68167915,4.61,FFFFFFFF
297.6416102,38.72216211,5.18,FFFFFFFF
39.23782977,38.73398283,5.91,FFFFFFFF
316.7118126,38.74149446,5.20,FFFFFFFF
279.2341083,38.78299311,0.03,FFFFFFFF
259.5970005,38.81121445,5.97,FFFFFFFF
46.29373754,38.84053298,3.32,FFFFFFFF
250.7239107,38.92246103,3.48,FFFFFFFF
157.5269165,38.925143,5.79,FFFFFFFF
233.8120839,39.01004619,5.14,FFFFFFFF
186.4624881,39.01869867,5.01,FFFFFFFF
339.8153288,39.05028301,4.89,FFFFFFFF
288.4395365,39.14596968,4.43,FFFFFFFF
87.87246934,39.14847936,3.97,FFFFFFFF
87.29358126,39.18113322,4.51,FFFFFFFF
165.2103342,39.21213189,5.06,FFFFFFFF
352.8216565,39.2364018,5.22,FFFFFFFF
224.9040458,39.26523166,5.64,FFFFFFFF
191.248651,39.27857766,5.95,FFFFFFFF
49.4405722,39.28341373,5.97,FFFFFFFF
107.9137185,39.32054373,4.91,FFFFFFFF
172.2673438,39.33694235,5.30,FFFFFFFF
99.66480928,39.3911153,5.70,FFFFFFFF
319.3539689,39.39469016,4.22,FFFFFFFF
75.07644704,39.39470389,5.95,FFFFFFFF
10.27998074,39.45867141,5.30,FFFFFFFF
341.0217175,39.46541736,5.93,FFFFFFFF
276.0575073,39.50724983,5.11,FFFFFFFF
230.6557087,39.58149619,5.56,FFFFFFFF
47.82250605,39.61157075,4.61,FFFFFFFF
281.0948994,39.61259557,4.59,FFFFFFFF
143.766052,39.62144313,4.81,FFFFFFFF
338.9678519,39.63434136,5.73,FFFFFFFF
44.69021034,39.66282739,4.68,FFFFFFFF
281.0847388,39.66997686,4.67,FFFFFFFF
244.9801702,39.70859042,5.48,FFFFFFFF
333.4695894,39.71488928,4.50,FFFFFFFF
145.5015852,39.75796859,5.61,FFFFFFFF
338.1098938,39.77975511,5.88,FFFFFFFF
53.39592658,39.89959026,5.79,FFFFFFFF
99.70494411,39.90258791,5.34,FFFFFFFF
260.4317203,39.97480822,5.55,FFFFFFFF
268.3250909,40.00783707,5.17,FFFFFFFF
59.46342138,40.01027315,2.90,FFFFFFFF
79.78365993,40.10066732,4.69,FFFFFFFF
200.0791488,40.15055594,5.60,FFFFFFFF
198.4290895,40.15284766,4.94,FFFFFFFF
40.5622035,40.19438688,4.91,FFFFFFFF
134.1274093,40.20156718,5.90,FFFFFFFF
340.3693813,40.22546314,5.25,FFFFFFFF
353.6564615,40.23655244,5.55,FFFFFFFF
144.5907785,40.23976693,5.28,FFFFFFFF
305.5570835,40.2566815,2.23,FFFFFFFF
71.68529906,40.31268034,5.99,FFFFFFFF
234.4564624,40.35328811,5.25,FFFFFFFF
304.23035,40.3650796,5.27,FFFFFFFF
299.3077606,40.36782505,5.46,FFFFFFFF
343.5287949,40.37683633,5.82,FFFFFFFF
225.486638,40.39063671,3.49,FFFFFFFF
324.2374043,40.41349052,5.04,FFFFFFFF
158.3083217,40.42554046,4.72,FFFFFFFF
164.8675658,40.43012281,5.03,FFFFFFFF
220.9351857,40.45920338,5.72,FFFFFFFF
63.72212566,40.48372394,4.67,FFFFFFFF
199.385988,40.57256275,4.72,FFFFFFFF
25.14501739,40.57710624,4.96,FFFFFFFF
297.6555382,40.599778,5.68,FFFFFFFF
184.0314015,40.66025851,5.69,FFFFFFFF
111.0352951,40.67244066,5.23,FFFFFFFF
28.32229965,40.72979974,5.42,FFFFFFFF
304.5291251,40.73209817,5.83,FFFFFFFF
257.388673,40.77701519,5.07,FFFFFFFF
232.7322951,40.83306815,5.04,FFFFFFFF
198.8835212,40.8551724,5.77,FFFFFFFF
109.5092707,40.88336298,5.87,FFFFFFFF
232.9458014,40.89936876,4.98,FFFFFFFF
47.04220716,40.9556512,2.09,FFFFFFFF
305.6887289,41.02613288,5.95,FFFFFFFF
80.70968545,41.02925326,5.54,FFFFFFFF
44.91611677,41.03305347,5.89,FFFFFFFF
3.37889713,41.03572671,5.71,FFFFFFFF
149.4214354,41.05569741,5.11,FFFFFFFF
75.61950025,41.07588953,3.69,FFFFFFFF
325.5955861,41.07702304,5.73,FFFFFFFF
12.45345723,41.07895474,4.53,FFFFFFFF
80.0611822,41.08633916,5.46,FFFFFFFF
206.5568062,41.08884885,5.88,FFFFFFFF
325.7770118,41.15499969,5.51,FFFFFFFF
314.2933818,41.16719384,3.94,FFFFFFFF
155.5443971,41.22986684,5.73,FFFFFFFF
76.62862102,41.23464074,3.18,FFFFFFFF
263.2804598,41.24359953,5.72,FFFFFFFF
69.17264013,41.26485467,4.25,FFFFFFFF
15.72614941,41.34519861,5.95,FFFFFFFF
188.4378856,41.35676779,4.24,FFFFFFFF
35.70984185,41.39653472,5.81,FFFFFFFF
24.19990413,41.40638491,4.10,FFFFFFFF
82.70270666,41.462078,5.99,FFFFFFFF
155.5825136,41.4994335,3.06,FFFFFFFF
340.3997582,41.54897766,5.93,FFFFFFFF
283.7174092,41.60272814,5.46,FFFFFFFF
344.0984624,41.60388627,5.60,FFFFFFFF
310.4854075,41.71687197,5.68,FFFFFFFF
295.9378412,41.77308397,5.86,FFFFFFFF
349.5972154,41.77370255,5.98,FFFFFFFF
102.6915132,41.78156548,4.99,FFFFFFFF
135.1614677,41.78344401,3.96,FFFFFFFF
80.45168832,41.80466344,5.22,FFFFFFFF
65.06007219,41.80815345,5.95,FFFFFFFF
341.0228563,41.81922714,5.11,FFFFFFFF
247.1605205,41.88169065,4.83,FFFFFFFF
342.5907017,41.95340325,5.91,FFFFFFFF
133.0418778,42.00288543,5.98,FFFFFFFF
349.9682549,42.07803394,5.81,FFFFFFFF
17.57852966,42.08157668,5.67,FFFFFFFF
273.9115807,42.15934312,5.56,FFFFFFFF
251.8322702,42.23897955,5.86,FFFFFFFF
345.4801938,42.32597866,3.62,FFFFFFFF
30.97466283,42.32984832,2.10,FFFFFFFF
242.948353,42.37450876,5.89,FFFFFFFF
293.6719053,42.41258465,5.34,FFFFFFFF
248.5257886,42.43689565,4.20,FFFFFFFF
238.1674768,42.44998796,4.60,FFFFFFFF
99.83261264,42.48901214,4.80,FFFFFFFF
238.8775436,42.56615229,5.73,FFFFFFFF
56.29851422,42.57854437,3.77,FFFFFFFF
73.19902284,42.58662591,5.68,FFFFFFFF
25.44381547,42.61380692,4.96,FFFFFFFF
345.6514039,42.7578062,5.09,FFFFFFFF
79.56534453,42.79218517,5.55,FFFFFFFF
294.8602769,42.81821158,5.41,FFFFFFFF
351.780545,42.91196859,5.75,FFFFFFFF
154.2746956,42.91446855,3.45,FFFFFFFF
333.6847111,42.95396372,5.72,FFFFFFFF
91.26425064,42.9819855,5.90,FFFFFFFF
180.5294296,43.04546506,5.22,FFFFFFFF
337.6219233,43.12338985,4.52,FFFFFFFF
238.6578213,43.13840642,5.35,FFFFFFFF
172.629878,43.17304329,5.94,FFFFFFFF
125.7088754,43.18837233,4.25,FFFFFFFF
163.4946083,43.19001538,4.66,FFFFFFFF
167.410643,43.20775162,5.89,FFFFFFFF
138.450958,43.21791261,5.30,FFFFFFFF
354.5340797,43.2680761,4.29,FFFFFFFF
325.0460874,43.27380044,5.09,FFFFFFFF
25.16483499,43.29776385,5.63,FFFFFFFF
343.0081137,43.31236494,4.95,FFFFFFFF
50.36086309,43.32965174,4.96,FFFFFFFF
70.72624534,43.36526451,5.30,FFFFFFFF
290.9853693,43.3882371,5.85,FFFFFFFF
21.57749566,43.45788606,5.98,FFFFFFFF
310.0133989,43.4590163,5.97,FFFFFFFF
271.8697433,43.46203247,5.00,FFFFFFFF
170.7067242,43.48273665,4.99,FFFFFFFF
347.6140149,43.54473662,5.91,FFFFFFFF
101.6847459,43.57702483,5.24,FFFFFFFF
174.5861988,43.62551361,5.56,FFFFFFFF
219.5527996,43.64205288,5.74,FFFFFFFF
132.9868426,43.72649196,5.15,FFFFFFFF
75.49222507,43.82331397,3.03,FFFFFFFF
211.9822772,43.8545248,5.13,FFFFFFFF
316.2327325,43.92785122,3.72,FFFFFFFF
17.00299391,43.94224107,5.04,FFFFFFFF
283.8336882,43.9458926,4.08,FFFFFFFF
319.613257,43.9459669,5.04,FFFFFFFF
57.283845,43.96302293,5.95,FFFFFFFF
49.44721595,44.02508193,5.49,FFFFFFFF
312.5201315,44.0589822,5.06,FFFFFFFF
33.30558667,44.23168903,4.84,FFFFFFFF
340.1282598,44.27628068,4.50,FFFFFFFF
41.02149224,44.2970548,5.43,FFFFFFFF
355.1018409,44.33397776,4.15,FFFFFFFF
24.83757938,44.38612827,5.01,FFFFFFFF
313.3114387,44.38726652,4.80,FFFFFFFF
7.05660466,44.39448925,5.18,FFFFFFFF
219.7095073,44.40454503,5.39,FFFFFFFF
354.3834632,44.42903532,5.81,FFFFFFFF
314.5807568,44.47154114,5.55,FFFFFFFF
9.1936292,44.48850971,5.14,FFFFFFFF
167.4160809,44.49855337,3.00,FFFFFFFF
100.7708679,44.52452351,5.04,FFFFFFFF
341.5421053,44.54597654,5.84,FFFFFFFF
330.7361578,44.64994158,5.57,FFFFFFFF
294.1585612,44.69518822,5.17,FFFFFFFF
15.01477994,44.71330426,5.69,FFFFFFFF
343.4173281,44.74920148,5.79,FFFFFFFF
47.37345463,44.85788896,3.79,FFFFFFFF
314.1449086,44.92472729,5.96,FFFFFFFF
242.1924972,44.93481883,4.23,FFFFFFFF
89.88237261,44.94743492,1.90,FFFFFFFF
57.5185476,44.96792105,5.65,FFFFFFFF
331.5081663,45.01438566,5.09,FFFFFFFF
104.4046874,45.09410202,4.90,FFFFFFFF
296.2435088,45.13069195,2.86,FFFFFFFF
313.3273278,45.18168341,5.48,FFFFFFFF
110.3230809,45.22817039,5.74,FFFFFFFF
196.4678306,45.26848988,5.64,FFFFFFFF
310.3579727,45.28033423,1.25,FFFFFFFF
133.0490733,45.3129001,5.96,FFFFFFFF
324.0101756,45.37458683,5.96,FFFFFFFF
21.9128547,45.40695287,4.83,FFFFFFFF
191.28262,45.44022447,5.42,FFFFFFFF
333.4549128,45.44060328,5.53,FFFFFFFF
269.9841799,45.50146059,5.69,FFFFFFFF
295.2088062,45.5246494,5.06,FFFFFFFF
165.0612342,45.52626916,5.47,FFFFFFFF
20.58497087,45.5287566,4.87,FFFFFFFF
304.0025297,45.57965867,5.87,FFFFFFFF
323.4953036,45.59206564,3.98,FFFFFFFF
247.9468111,45.59818403,5.61,FFFFFFFF
142.1666444,45.6017947,5.40,FFFFFFFF
134.2085718,45.63175477,5.72,FFFFFFFF
56.49685459,45.68194432,5.66,FFFFFFFF
