object_id,object_category,object_type,dec,ra,proper_names,bayer_designation,flamsteed_designation,hipparcos_number,hd_number,messier_number,caldwell_number,ngc_number,ic_number,constellations_abbreviations,mag,bv,distance,colour
56387,Star,Unknown,51.75199372,173.2299411,,,,56334,,,,,,UMa,9.09,0.289,,
56388,Star,Unknown,-62.44309795,173.2301149,,,,56335,,,,,,Cen,9.1,0.579,,
56389,Star,Unknown,-32.07278307,173.231278,,,,56336,,,,,,Hya,9.13,0.596,,
56390,Star,Unknown,52.52371138,173.2377252,,,,56337,,,,,,UMa,8.83,0.723,,
56391,Star,Unknown,9.38159493,173.2389224,,,,56338,,,,,,Leo,8.42,0.528,,
56392,Star,Unknown,-23.44382024,173.2412688,,,,56339,,,,,,Crt,7.45,0.262,,
56393,Star,Unknown,84.7062714,173.2421324,,,,56340,,,,,,Cam,7.22,0.965,,
56394,Star,Unknown,-39.88969296,173.2436415,,,,56341,,,,,,Cen,10.31,1.386,,
56395,Star,Unknown,46.06439114,173.2498406,,,,56342,,,,,,UMa,10.27,1.077,,
56396,Star,Unknown,-31.85762516,173.250481,,ksi Hya,19 Crt,56343,,,,,,Hya,3.54,0.947,,
56397,Star,Unknown,-70.91599848,173.2522172,,,,56344,,,,,,Mus,9.27,0.6,,
56398,Star,Unknown,19.53406675,173.2585126,,,,56345,,,,,,Leo,8.51,0.99,,
56399,Star,Unknown,34.05145719,173.2586306,,,,56346,,,,,,UMa,7.22,1.32,,
56400,Star,Unknown,13.3092219,173.2619005,,,,56347,,,,,,Leo,9.47,0.762,,
56401,Star,Unknown,60.63179585,173.2641887,,,,56348,,,,,,UMa,8.91,1.004,,
56402,Star,Unknown,68.94129259,173.26487,,,,56349,,,,,,Dra,8.52,0.981,,
56403,Star,Unknown,12.15385776,173.2656131,,,,56350,,,,,,Leo,12.34,,,
56404,Star,Unknown,62.09355134,173.2656609,,,,56351,,,,,,UMa,7.78,1.155,,
56405,Star,Unknown,39.3216718,173.2672057,,,,56352,,,,,,UMa,7.94,0.961,,
56406,Star,Unknown,-44.77056953,173.2701389,,,,56353,,,,,,Cen,7.81,1.719,,
56407,Star,Unknown,-54.32459367,173.2732362,,,,56354,,,,,,Cen,7.8,0.324,,
56408,Star,Unknown,7.41097895,173.2808828,,,,56355,,,,,,Leo,8.2,1.154,,
56409,Star,Unknown,32.82646391,173.2844796,,,,56356,,,,,,UMa,10.43,0.504,,
56410,Star,Unknown,-52.3495705,173.2882744,,,,56357,,,,,,Cen,9.31,0.506,,
56411,Star,Unknown,75.65241739,173.2892127,,,,56358,,,,,,Dra,10.43,0.923,,
56412,Star,Unknown,33.13280333,173.3002877,,,,56359,,,,,,UMa,8,0.502,,
56413,Star,Unknown,18.82108757,173.3033996,,,,56360,,,,,,Leo,8.16,0.46,,
56414,Star,Unknown,49.45638739,173.3044566,,,,56361,,,,,,UMa,9.18,0.389,,
56415,Star,Unknown,38.85735738,173.3058829,,,,56362,,,,,,UMa,7.81,0.65,,
56416,Star,Unknown,-67.05458436,173.3045445,,,,56363,,,,,,Mus,7.74,0.828,,
56417,Star,Unknown,-16.28038073,173.3117629,,,,56364,,,,,,Crt,6.05,0.59,,
56418,Star,Unknown,-57.52782099,173.3138801,,,,56365,,,,,,Cen,8.97,0.856,,
56419,Star,Unknown,38.12166635,173.314446,,,,56366,,,,,,UMa,9.57,1.28,,
56420,Star,Unknown,-3.40228417,173.3199274,,,,56367,,,,,,Leo,11.29,1.585,,
56421,Star,Unknown,-51.3648146,173.3269171,,,,56368,,,,,,Cen,8.36,0.048,,
56422,Star,Unknown,78.46593422,173.3271766,,,,56369,,,,,,Dra,8.99,1.203,,
56423,Star,Unknown,-50.91213502,173.3291032,,,,56370,,,,,,Cen,8.38,0.774,,
56424,Star,Unknown,3.36249691,173.3322416,,,,56371,,,,,,Leo,7.27,1.154,,
56425,Star,Unknown,-23.13695921,173.3370377,,,,56372,,,,,,Crt,8.55,1.515,,
56426,Star,Unknown,26.57493564,173.3378391,,,,56373,,,,,,Leo,10.03,0.1,,
56427,Star,Unknown,21.57744425,173.3394218,,,,56374,,,,,,Leo,9.13,1.03,,
56428,Star,Unknown,50.74131933,173.3405412,,,,56375,,,,,,UMa,9.74,1.035,,
56429,Star,Unknown,2.46387437,173.3442953,,,,56376,,,,,,Leo,8.01,0.045,,
56430,Star,Unknown,0.80339386,173.3479619,,,,56377,,,,,,Leo,8.85,1.369,,
56431,Star,Unknown,4.13417018,173.3532441,,,,56378,,,,,,Leo,9.04,0.289,,
56432,Star,Unknown,-70.19478865,173.3560033,,,,56379,,,,,,Mus,6.69,0.009,,
56433,Star,Unknown,45.71153269,173.3663328,,,,56380,,,,,,UMa,9.65,1.167,,
56434,Star,Unknown,36.87328035,173.3693658,,,,56381,,,,,,UMa,11.68,,,
56435,Star,Unknown,36.7654266,173.3721629,,,,56382,,,,,,UMa,8.09,0.389,,
56436,Star,Unknown,19.67993584,173.3726427,,,,56383,,,,,,Leo,7.01,1.28,,
56437,Star,Unknown,5.86212802,173.3759052,,,,56384,,,,,,Leo,9.31,1.049,,
56438,Star,Unknown,26.14666188,173.3769087,,,,56385,,,,,,Leo,8.56,1.47,,
56439,Star,Unknown,7.97872111,173.383948,,,,56386,,,,,,Leo,8.36,0.995,,
56440,Star,Unknown,55.58213743,173.3980149,,,,56387,,,,,,UMa,7.88,1.147,,
56441,Star,Unknown,2.49903357,173.4014444,,,,56388,,,,,,Leo,6.49,1.601,,
56442,Star,Unknown,-46.31809814,173.403907,,,,56389,,,,,,Cen,8.56,0.62,,
56443,Star,Unknown,-26.52617328,173.4035958,,,,56390,,,,,,Hya,8.14,0.527,,
56444,Star,Unknown,-40.5866374,173.4049983,,,,56391,,,,,,Cen,5.39,0.117,,
56445,Star,Unknown,-6.53694794,173.407579,,,,56392,,,,,,Leo,7.66,1.098,,
56446,Star,Unknown,-57.64509869,173.4140843,,,,56393,,,,,,Cen,7.87,-0.001,,
56447,Star,Unknown,-71.41220144,173.416242,,,,56394,,,,,,Mus,8.7,1.086,,
56448,Star,Unknown,-80.25077669,173.4238011,,,,56395,,,,,,Cha,8.05,0.239,,
56449,Star,Unknown,-22.45248644,173.4304097,,,,56396,,,,,,Crt,8.33,0.443,,
56450,Star,Unknown,-46.53299668,173.4331804,,,,56397,,,,,,Cen,8.15,0.2,,
56451,Star,Unknown,-21.81614865,173.4362653,,,,56398,,,,,,Crt,9.21,0.549,,
56452,Star,Unknown,19.56272974,173.4378134,,,,56399,,,,,,Leo,9.54,0.711,,
56453,Star,Unknown,49.83029056,173.4401127,,,,56400,,,,,,UMa,9.27,0.54,,
56454,Star,Unknown,29.62562466,173.441885,,,,56401,,,,,,UMa,9.89,0.481,,
56455,Star,Unknown,-30.65403962,173.4422537,,,,56402,,,,,,Hya,8.19,0.527,,
56456,Star,Unknown,-39.66252247,173.4445654,,,,56403,,,,,,Cen,11.13,1,,
56457,Star,Unknown,-31.08799031,173.4468453,,,,56404,,,,,,Hya,8.74,1.69,,
56458,Star,Unknown,1.75224161,173.454387,,,,56405,,,,,,Leo,10.27,1.39,,
56459,Star,Unknown,-53.33733568,173.4598154,,,,56406,,,,,,Cen,8.07,1.006,,
56460,Star,Unknown,-41.5818526,173.468662,,,,56407,,,,,,Cen,9.09,1.137,,
56461,Star,Unknown,47.81985749,173.4714026,,,,56408,,,,,,UMa,9.34,1.105,,
56462,Star,Unknown,-0.0333437,173.4770587,,,,56409,,,,,,Leo,10.92,0.201,,
56463,Star,Unknown,36.81561423,173.484516,,,,56410,,,,,,UMa,6.38,1.057,,
56464,Star,Unknown,13.55201132,173.4865658,,,,56411,,,,,,Leo,7.85,1.14,,
56465,Star,Unknown,-48.81923428,173.4861589,,,,56413,,,,,,Cen,8.17,0.726,,
56466,Star,Unknown,-54.05399808,173.4871573,,,,56415,,,,,,Cen,8.61,0.85,,
56467,Star,Unknown,83.67823596,173.4853377,,,,56414,,,,,,Cam,9.36,0.6,,
56468,Star,Unknown,56.30877157,173.4875347,,,,56412,,,,,,UMa,10.03,0.386,,
56469,Star,Unknown,27.26018278,173.4951304,,,,56416,,,,,,Leo,8.97,1.625,,
56470,Star,Unknown,-18.04341259,173.5018083,,,,56417,,,,,,Crt,10.26,0.761,,
56471,Star,Unknown,-16.04591489,173.5156901,,,,56418,,,,,,Crt,6.99,1.463,,
56472,Star,Unknown,-4.16605126,173.5167947,,,,56419,,,,,,Leo,9.02,0.544,,
56473,Star,Unknown,-48.27093025,173.5171697,,,,56420,,,,,,Cen,11.56,0.789,,
56474,Star,Unknown,5.92689913,173.5224857,,,,56421,,,,,,Leo,9.81,0.44,,
56475,Star,Unknown,-59.68151244,173.5288461,,,,56422,,,,,,Cen,7.26,0.473,,
56476,Star,Unknown,65.24253119,173.5294274,,,,56423,,,,,,UMa,7.29,0.549,,
56477,Star,Unknown,48.56812467,173.5300276,,,,56424,,,,,,UMa,7.95,0.578,,
56478,Star,Unknown,67.59089437,173.5305334,,,,56425,,,,,,Dra,8.27,0.174,,
56479,Star,Unknown,53.77605078,173.533613,,,,56426,,,,,,UMa,8.25,1.034,,
56480,Star,Unknown,14.8914149,173.5343698,,,,56427,,,,,,Leo,8.61,0.57,,
56481,Star,Unknown,-46.96641939,173.5371848,,,,56428,,,,,,Cen,9.01,0.092,,
56482,Star,Unknown,11.02386408,173.5414538,,,,56429,,,,,,Leo,6.54,0.188,,
56483,Star,Unknown,-50.04376619,173.5472883,,,,56430,,,,,,Cen,8.82,1.085,,
56484,Star,Unknown,22.02368739,173.5496472,,,,56431,,,,,,Leo,8.94,1.04,,
56485,Star,Unknown,-43.70714802,173.5504029,,,,56432,,,,,,Cen,11.52,,,
56486,Star,Unknown,-43.7048308,173.5523578,,,,56433,,,,,,Cen,12.92,,,
56487,Star,Unknown,-39.93984372,173.5552272,,,,56434,,,,,,Cen,8.11,1.537,,
56488,Star,Unknown,-54.55564132,173.556918,,,,56435,,,,,,Cen,7.79,1.55,,
56489,Star,Unknown,-12.86365622,173.5594389,,,,56436,,,,,,Crt,8.33,0.528,,
56490,Star,Unknown,-72.92713992,173.5614634,,,,56438,,,,,,Mus,11.46,,,
56491,Star,Unknown,-48.96801661,173.5617043,,,,56437,,,,,,Cen,8.01,1.555,,
56492,Star,Unknown,14.69585519,173.5734704,,,,56439,,,,,,Leo,8.57,0.435,,
56493,Star,Unknown,-41.34929163,173.5746901,,,,56440,,,,,,Cen,11.27,1.21,,
56494,Star,Unknown,-15.51208225,173.579746,,,,56441,,,,,,Crt,8.41,0.558,,
56495,Star,Unknown,-57.62727749,173.585102,,,,56442,,,,,,Cen,7.52,1.271,,
56496,Star,Unknown,-36.20455863,173.5890949,,,,56443,,,,,,Cen,7.42,1.291,,
56497,Star,Unknown,-5.52710418,173.5889667,,,,56444,,,,,,Leo,6.76,0.343,,
56498,Star,Unknown,3.06016548,173.5914579,,,89 Leo,56445,,,,,,Leo,5.76,0.48,,
56499,Star,Unknown,22.88654919,173.5937113,,,,56446,,,,,,Leo,9.32,-0.115,,
56500,Star,Unknown,-46.97407227,173.595594,,,,56447,,,,,,Cen,8.92,0.797,,
56501,Star,Unknown,44.01841935,173.6003291,,,,56448,,,,,,UMa,10,0.408,,
56502,Star,Unknown,-34.21523584,173.6092173,,,,56449,,,,,,Hya,8.42,1.325,,
56503,Star,Unknown,-13.80729469,173.6165345,,,,56450,,,,,,Crt,8.03,1.08,,
56504,Star,Unknown,-25.31469464,173.6176039,,,,56451,,,,,,Hya,9.28,1.297,,
56505,Star,Unknown,-32.83133965,173.6228628,,,20 Crt,56452,,,,,,Hya,5.96,0.811,,
56506,Star,Unknown,27.76804393,173.6267601,,,,56453,,,,,,Leo,9.11,0.371,,
56507,Star,Unknown,-28.28814808,173.6310894,,,,56454,,,,,,Hya,7.7,0.41,,
56508,Star,Unknown,-42.65004706,173.6317126,,,,56455,,,,,,Cen,9.05,1.093,,
56509,Star,Unknown,-35.16997517,173.6369824,,,,56456,,,,,,Hya,9.13,0.609,,
56510,Star,Unknown,-63.95535226,173.637811,,,,56457,,,,,,Cen,8.76,0.329,,
56511,Star,Unknown,-35.16557302,173.6404583,,,,56458,,,,,,Hya,10.95,0.951,,
56512,Star,Unknown,58.1558547,173.6409543,,,,56459,,,,,,UMa,8.84,1.191,,
56513,Star,Unknown,-28.38035611,173.6419068,,,,56460,,,,,,Hya,8.84,0.626,,
56514,Star,Unknown,40.15631849,173.6484219,,,,56461,,,,,,UMa,11.24,0.782,,
56515,Star,Unknown,-68.59934474,173.6504949,,,,56462,,,,,,Mus,8.74,0.104,,
56516,Star,Unknown,-20.29948115,173.6521616,,,,56463,,,,,,Crt,9.41,1.396,,
56517,Star,Unknown,51.73616426,173.6560269,,,,56464,,,,,,UMa,8.88,1.147,,
56518,Star,Unknown,-57.1525359,173.6583423,,,,56465,,,,,,Cen,7.41,1.26,,
56519,Star,Unknown,-23.87087751,173.6581629,,,,56466,,,,,,Crt,11.16,1.505,,
56520,Star,Unknown,18.68062153,173.6600196,,,,56467,,,,,,Leo,9.58,0.448,,
56521,Star,Unknown,23.34936887,173.6609911,,,,56468,,,,,,Leo,8.91,1.11,,
56522,Star,Unknown,63.64330694,173.6658022,,,,56469,,,,,,UMa,8.87,0.568,,
56523,Star,Unknown,-53.02873157,173.6656858,,,,56470,,,,,,Cen,8.94,-0.019,,
56524,Star,Unknown,63.64701876,173.6742094,,,,56472,,,,,,UMa,11.74,,,
56525,Star,Unknown,33.82709195,173.6750603,,,,56471,,,,,,UMa,9.47,1.22,,
56526,Star,Unknown,16.79691495,173.6770479,,,90 Leo,56473,,,,,,Leo,5.95,-0.156,,
56527,Star,Unknown,51.96820707,173.6810846,,,,56474,,,,,,UMa,7.84,1.089,,
56528,Star,Unknown,-58.26806583,173.6823297,,,,56475,,,,,,Cen,8.94,0.408,,
56529,Star,Unknown,17.02480247,173.6831455,,,,56476,,,,,,Leo,11.89,,,
56530,Star,Unknown,48.80740899,173.6830488,,,,56477,,,,,,UMa,11.89,,,
56531,Star,Unknown,-29.21486683,173.6836186,,,,56478,,,,,,Hya,10.28,0.574,,
56532,Star,Unknown,-4.95442518,173.6887477,,,,56479,,,,,,Leo,7.9,0.019,,
56533,Star,Unknown,-54.26409123,173.6902353,,A Cen,,56480,,,,,,Cen,4.62,-0.077,,
56534,Star,Unknown,46.59666744,173.6944782,,,,56481,,,,,,UMa,8.9,1.167,,
56535,Star,Unknown,-2.49098805,173.6976269,,,,56482,,,,,,Leo,7.76,1.064,,
56536,Star,Unknown,66.28924703,173.6984067,,,,56483,,,,,,Dra,9.02,0.622,,
56537,Star,Unknown,-32.44374113,173.701282,,,,56484,,,,,,Hya,8.84,0.535,,
56538,Star,Unknown,31.08549841,173.7022481,,,,56485,,,,,,UMa,10.67,0.669,,
56539,Star,Unknown,32.16990871,173.7041275,,,,56486,,,,,,UMa,8.52,0.339,,
56540,Star,Unknown,11.82530534,173.7079841,,,,56487,,,,,,Leo,8.58,1.539,,
56541,Star,Unknown,60.69716156,173.7105968,,,,56488,,,,,,UMa,9.19,0.62,,
56542,Star,Unknown,-13.24202576,173.7100957,,,,56489,,,,,,Crt,10.38,1.153,,
56543,Star,Unknown,-7.92704156,173.7141605,,,,56490,,,,,,Crt,9.41,0.545,,
56544,Star,Unknown,10.04142543,173.7153757,,,,56491,,,,,,Leo,10.08,0.353,,
56545,Star,Unknown,-46.45425027,173.7189678,,,,56492,,,,,,Cen,7.7,1.561,,
56546,Star,Unknown,-2.23023665,173.7198347,,,,56493,,,,,,Leo,7.91,1.61,,
56547,Star,Unknown,-12.08742412,173.7286682,,,,56494,,,,,,Crt,7.24,1.083,,
56548,Star,Unknown,-68.45235701,173.7304923,,,,56495,,,,,,Mus,8.6,0.098,,
56549,Star,Unknown,-43.28070437,173.7373714,,,,56496,,,,,,Cen,8.78,-0.03,,
56550,Star,Unknown,-49.13649014,173.7368781,,,,56497,,,,,,Cen,5.5,1.041,,
56551,Star,Unknown,31.51544781,173.7408425,,,,56498,,,,,,UMa,9.22,0.718,,
56552,Star,Unknown,73.39295799,173.7432322,,,,56499,,,,,,Dra,8.34,0.475,,
56553,Star,Unknown,-4.36129152,173.7454363,,,,56500,,,,,,Leo,6.43,1.167,,
56554,Star,Unknown,-54.84924641,173.7459357,,,,56501,,,,,,Cen,10.59,1.049,,
56555,Star,Unknown,43.62628314,173.751374,,,,56502,,,,,,UMa,8.57,1.009,,
56556,Star,Unknown,-30.03188605,173.7567673,,,,56504,,,,,,Hya,7.22,1.086,,
56557,Star,Unknown,30.50881455,173.7570328,,,,56503,,,,,,UMa,7.39,1.069,,
56558,Star,Unknown,-30.72453372,173.7619498,,,,56505,,,,,,Hya,7.23,0.401,,
56559,Star,Unknown,-53.24219628,173.7637894,,,,56506,,,,,,Cen,6.91,1.278,,
56560,Star,Unknown,-56.12232392,173.7644157,,,,56507,,,,,,Cen,6.97,0.917,,
56561,Star,Unknown,20.44154534,173.7656413,Formosa,,,56508,,,,,,Leo,6.45,1.01,,
56562,Star,Unknown,29.42466084,173.7692577,,,,56509,,,,,,UMa,9.15,0.611,,
56563,Star,Unknown,54.78541888,173.7704493,,,,56510,,,,,,UMa,5.63,1.032,,
56564,Star,Unknown,-56.03298154,173.7787458,,,,56511,,,,,,Cen,8.43,0.963,,
56565,Star,Unknown,63.83392275,173.7835886,,,,56512,,,,,,UMa,8.97,0.985,,
56566,Star,Unknown,2.84950508,173.7861335,,,,56513,,,,,,Leo,9.61,0.435,,
56567,Star,Unknown,41.63716444,173.7904709,,,,56514,,,,,,UMa,8.77,0.901,,
56568,Star,Unknown,-20.55781396,173.7987082,,,,56515,,,,,,Crt,7.77,0.587,,
56569,Star,Unknown,35.405776,173.8025303,,,,56516,,,,,,UMa,8.61,0.37,,
56570,Star,Unknown,-9.27157051,173.8051924,,,,56517,,,,,,Crt,8.49,0.604,,
56571,Star,Unknown,-47.37257977,173.8053443,,C01 Cen,44 Cen,56518,,,,,,Cen,5.64,1.682,,
56572,Star,Unknown,-60.89455421,173.8071502,,,,56519,,,,,,Cen,6.57,0.363,,
56573,Star,Unknown,-35.61204073,173.8088495,,,,56520,,,,,,Hya,6.88,0.109,,
56574,Star,Unknown,-77.96996948,173.819876,,,,56521,,,,,,Cha,8.97,0.287,,
56575,Star,Unknown,70.80236993,173.8265617,,,,56522,,,,,,Dra,8.77,0.572,,
56576,Star,Unknown,34.50968212,173.8400621,,,,56523,,,,,,UMa,9.01,0.174,,
56577,Star,Unknown,30.33153322,173.8405709,,,,56524,,,,,,UMa,9.05,0.92,,
56578,Star,Unknown,-38.80319171,173.8457415,,,,56525,,,,,,Cen,8.8,1.189,,
56579,Star,Unknown,53.5741137,173.855608,,,,56526,,,,,,UMa,8.05,0.66,,
56580,Star,Unknown,29.18514297,173.8615548,,,,56527,,,,,,UMa,10.28,1.01,,
56581,Star,Unknown,-32.53997216,173.8622855,,,,56528,,,,,,Hya,9.81,1.489,,
56582,Star,Unknown,42.89573159,173.864395,,,,56529,,,,,,UMa,10.03,0.446,,
56583,Star,Unknown,74.24120317,173.8659356,,,,56530,,,,,,Dra,9.31,1.05,,
56584,Star,Unknown,-82.20860692,173.8701971,,,,56531,,,,,,Cha,11.17,0.064,,
56585,Star,Unknown,-33.05872626,173.8733338,,,,56532,,,,,,Hya,10.84,0.942,,
56586,Star,Unknown,34.86782412,173.8779351,,,,56533,,,,,,UMa,8.51,1.58,,
56587,Star,Unknown,64.31687854,173.8790735,,,,56534,,,,,,UMa,8.81,0.492,,
56588,Star,Unknown,11.18860745,173.8829609,,,,56535,,,,,,Leo,6.61,1.039,,
56589,Star,Unknown,-12.41117164,173.886986,,,,56536,,,,,,Crt,7.15,0.459,,
56590,Star,Unknown,6.52160799,173.8924384,,,,56537,,,,,,Leo,8.75,0.506,,
56591,Star,Unknown,-52.46897265,173.8931381,,,,56540,,,,,,Cen,8.65,0.56,,
56592,Star,Unknown,58.20303017,173.8943195,,,,56538,,,,,,UMa,7.53,1.309,,
56593,Star,Unknown,-24.76552169,173.8942789,,,,56539,,,,,,Crt,9.8,0.449,,
56594,Star,Unknown,16.02117039,173.9052211,,,,56541,,,,,,Leo,11.22,0.725,,
56595,Star,Unknown,9.58058339,173.9062018,,,,56542,,,,,,Leo,8.36,0.433,,
56596,Star,Unknown,-50.72346619,173.9083324,,,,56543,,,,,,Cen,8.11,0.173,,
56597,Star,Unknown,-46.18350921,173.9086109,,,,56544,,,,,,Cen,8.72,0.386,,
56598,Star,Unknown,53.88965351,173.9096422,,,,56545,,,,,,UMa,8.79,0.107,,
56599,Star,Unknown,25.34817713,173.9147423,,,,56546,,,,,,Leo,10.87,0.7,,
56600,Star,Unknown,69.57264185,173.9167331,,,,56547,,,,,,Dra,7.66,0.911,,
56601,Star,Unknown,17.87486334,173.9201195,,,,56548,,,,,,Leo,7.27,1.18,,
56602,Star,Unknown,36.5173848,173.9245987,,,,56549,,,,,,UMa,10.52,0.357,,
56603,Star,Unknown,-61.28787033,173.926398,,,,56550,,,,,,Cen,6.23,0.131,,
56604,Star,Unknown,-14.59351783,173.9281116,,,,56551,,,,,,Crt,8.77,1.077,,
56605,Star,Unknown,-70.2072256,173.9277559,,,,56552,,,,,,Mus,7.98,0.683,,
56606,Star,Unknown,10.91128067,173.930906,,,,56553,,,,,,Leo,6.57,0.139,,
56607,Star,Unknown,-87.26946532,173.919056,,,,56557,,,,,,Oct,8.93,0.706,,
56608,Star,Unknown,26.00311823,173.9342756,,,,56554,,,,,,Leo,8.88,1.36,,
56609,Star,Unknown,-17.92728002,173.9363953,,,,56555,,,,,,Crt,8.76,1.481,,
56610,Star,Unknown,-61.57806075,173.9373076,,,,56556,,,,,,Cen,7.34,2.215,,
56611,Star,Unknown,-72.84193998,173.9377238,,,,56558,,,,,,Mus,6.53,1.161,,
56612,Star,Unknown,23.7027457,173.9403701,,,,56559,,,,,,Leo,9.14,0.401,,
56613,Star,Unknown,-35.40900104,173.9414449,,,,56560,,,,,,Hya,8.42,1.533,,
56614,Star,Unknown,-63.01984158,173.9453532,,lam Cen,,56561,,,,,,Cen,3.11,-0.044,,
56615,Star,Unknown,-37.46825795,173.9460238,,,,56562,,,,,,Cen,9.49,1.274,,
56616,Star,Unknown,-61.56052537,173.946295,,,,56563,,,,,,Cen,8.16,0,,
56617,Star,Unknown,0.20953094,173.9469039,,,,56564,,,,,,Leo,8.93,1.036,,
56618,Star,Unknown,20.106632,173.9479103,,,,56565,,,,,,Leo,9.06,0.503,,
56619,Star,Unknown,-34.78630276,173.9517095,,,,56567,,,,,,Hya,8.2,1.226,,
56620,Star,Unknown,-27.14766611,173.9518624,,,,56566,,,,,,Hya,9.1,0.512,,
56621,Star,Unknown,35.81937647,173.9520287,,,,56568,,,,,,UMa,9.93,0.72,,
56622,Star,Unknown,3.94322604,173.9556143,,,,56569,,,,,,Leo,9.35,0.43,,
56623,Star,Unknown,24.61181357,173.9557049,,,,56570,,,,,,Leo,9.34,0.981,,
56624,Star,Unknown,8.05997704,173.9608418,,,,56571,,,,,,Leo,10.96,,,
56625,Star,Unknown,-4.75569708,173.9646809,Sagarmatha,,,56572,,,,,,Leo,8.42,0.76,,
56626,Star,Unknown,-47.64164272,173.9816049,,C02 Cen,45 Cen,56573,,,,,,Cen,5.26,0.257,,
56627,Star,Unknown,6.76820389,173.9848379,,,,56574,,,,,,Leo,8.15,1.039,,
56628,Star,Unknown,-35.96764458,173.9931344,,,,56575,,,,,,Cen,9.17,1.688,,
56629,Star,Unknown,-66.09089499,173.9941993,,,,56576,,,,,,Mus,8.6,0.108,,
56630,Star,Unknown,-50.74241241,173.9954993,,,,56577,,,,,,Cen,7.8,0.34,,
56631,Star,Unknown,12.49852516,173.9964355,,,,56579,,,,,,Leo,9.54,0.52,,
56632,Star,Unknown,16.96825506,173.9965679,,,,56578,,,,,,Leo,9.52,1.1,,
56633,Star,Unknown,-6.08711045,174.002287,,,,56580,,,,,,Leo,9.82,0.54,,
56634,Star,Unknown,33.23713422,174.0065033,,,,56581,,,,,,UMa,9.92,0.546,,
56635,Star,Unknown,45.61293333,174.0087375,,,,56582,,,,,,UMa,10.12,0.57,,
56636,Star,Unknown,69.32295251,174.0116513,,,2 Dra,56583,,,,,,Dra,5.19,0.974,,
56637,Star,Unknown,27.90246062,174.0137973,,,,56584,,,,,,Leo,8.26,0.528,,
56638,Star,Unknown,-41.53251621,174.0201516,,,,56585,,,,,,Cen,8.67,0.978,,
56639,Star,Unknown,-61.70168325,174.0228428,,,,56586,,,,,,Cen,9.61,0.04,,
56640,Star,Unknown,30.7213926,174.0231383,,,,56587,,,,,,UMa,8.39,0.56,,
56641,Star,Unknown,-48.22935161,174.0250743,,,,56588,,,,,,Cen,7.64,1.067,,
56642,Star,Unknown,12.85526095,174.0280124,,,,56589,,,,,,Leo,8.65,0.581,,
56643,Star,Unknown,40.2842827,174.0301332,,,,56590,,,,,,UMa,9.68,0.619,,
56644,Star,Unknown,-45.54022057,174.0309637,,,,56591,,,,,,Cen,8.6,1.051,,
56645,Star,Unknown,-61.69488574,174.0390327,,,,56592,,,,,,Cen,9.33,0.026,,
56646,Star,Unknown,56.8382475,174.0458342,,,,56593,,,,,,UMa,8.47,0.827,,
56647,Star,Unknown,-37.06461034,174.0470957,,,,56594,,,,,,Cen,8.03,0.661,,
56648,Star,Unknown,-60.01111453,174.0498977,,,,56595,,,,,,Cen,7.67,0.926,,
56649,Star,Unknown,-43.52559232,174.0543494,,,,56596,,,,,,Cen,8.56,1.639,,
56650,Star,Unknown,14.69767612,174.0599793,,,,56597,,,,,,Leo,8.26,0.196,,
56651,Star,Unknown,3.30111804,174.0608823,,,,56598,,,,,,Leo,7.18,0.931,,
56652,Star,Unknown,66.34522704,174.0612003,,,,56599,,,,,,Dra,7.87,0.5,,
56653,Star,Unknown,-25.61712213,174.0682837,,,,56600,,,,,,Hya,10.26,1.683,,
56654,Star,Unknown,27.78135085,174.074808,,,,56601,,,,,,Leo,5.8,0.248,,
56655,Star,Unknown,26.97274562,174.0788042,,,,56602,,,,,,Leo,8.84,0.503,,
56656,Star,Unknown,28.47062666,174.0823139,,,,56603,,,,,,UMa,10.3,0.582,,
56657,Star,Unknown,41.81852669,174.0825511,,,,56604,,,,,,UMa,9.59,0.381,,
56658,Star,Unknown,0.59708984,174.0852045,,,,56605,,,,,,Leo,8.7,1.507,,
56659,Star,Unknown,-61.05243308,174.0931889,,,,56606,,,,,,Cen,5.84,-0.102,,
56660,Star,Unknown,-55.73903452,174.0936727,,,,56607,,,,,,Cen,8,0.979,,
56661,Star,Unknown,-70.99606053,174.1003034,,,,56608,,,,,,Mus,8.06,0.523,,
56662,Star,Unknown,-59.43143379,174.1013425,,,,56609,,,,,,Cen,8.05,1.645,,
56663,Star,Unknown,42.70862775,174.1041859,,,,56610,,,,,,UMa,9.48,0.628,,
56664,Star,Unknown,-10.43561145,174.1044061,,,,56611,,,,,,Crt,8.27,0.458,,
56665,Star,Unknown,-61.6651452,174.1182119,,,,56612,,,,,,Cen,7.13,0.083,,
56666,Star,Unknown,25.02979943,174.118875,,,,56613,,,,,,Leo,7.01,0.199,,
56667,Star,Unknown,-16.85010603,174.1196118,,,,56614,,,,,,Crt,7.08,0.561,,
56668,Star,Unknown,-41.93814619,174.1275753,,,,56615,,,,,,Cen,8.77,0.486,,
56669,Star,Unknown,-32.01385045,174.139981,,,,56616,,,,,,Hya,9.01,1.564,,
56670,Star,Unknown,-60.89460133,174.1418723,,,,56617,,,,,,Cen,7.76,0.006,,
56671,Star,Unknown,6.10644189,174.1423358,,,,56618,,,,,,Leo,6.83,0.952,,
56672,Star,Unknown,-61.60977462,174.1451722,,,,56619,,,,,,Cen,7.51,1.847,,
