ra,dec,constellation
50.947245,+10.446528,ARI
50.946443,+10.363199,ARI
50.696103,+10.365526,ARI
49.69473,+10.374750,ARI
48.693327,+10.383833,ARI
47.691893,+10.392775,ARI
46.69043,+10.401571,ARI
45.688937,+10.410220,ARI
44.687414,+10.418718,ARI
43.685864,+10.427063,ARI
42.684287,+10.435253,ARI
41.68268,+10.443284,ARI
40.681047,+10.451155,ARI
39.679389,+10.458862,ARI
38.677704,+10.466405,ARI
37.675994,+10.473780,ARI
36.674259,+10.480985,ARI
35.672499,+10.488017,ARI
34.670715,+10.494876,ARI
33.66891,+10.501558,ARI
32.667081,+10.508062,ARI
69.486918,+30.921867,AUR
69.49205,+31.255171,AUR
69.507663,+32.255083,AUR
69.523623,+33.254993,AUR
69.539954,+34.254901,AUR
69.556677,+35.254806,AUR
69.573818,+36.254710,AUR
70.075376,+36.249038,AUR
71.078381,+36.237638,AUR
72.081237,+36.226166,AUR
72.457271,+36.221847,AUR
72.47517,+37.221744,AUR
72.49355,+38.221638,AUR
72.512442,+39.221530,AUR
72.531881,+40.221418,AUR
72.551901,+41.221303,AUR
72.572544,+42.221184,AUR
72.593852,+43.221062,AUR
72.615869,+44.220935,AUR
72.638648,+45.220804,AUR
72.662241,+46.220668,AUR
72.68671,+47.220528,AUR
72.712121,+48.220382,AUR
72.738543,+49.220230,AUR
72.766058,+50.220071,AUR
72.79475,+51.219906,AUR
72.824715,+52.219734,AUR
72.840209,+52.719645,AUR
73.468187,+52.712409,AUR
74.472731,+52.700781,AUR
75.477004,+52.689093,AUR
76.481009,+52.677348,AUR
77.48474,+52.665551,AUR
77.500937,+53.165456,AUR
77.534491,+54.165258,AUR
77.569707,+55.165051,AUR
77.606736,+56.164833,AUR
78.610643,+56.152981,AUR
79.614239,+56.141084,AUR
80.617521,+56.129146,AUR
81.62049,+56.117170,AUR
82.623146,+56.105161,AUR
83.625488,+56.093121,AUR
84.627513,+56.081054,AUR
85.629225,+56.068965,AUR
86.630621,+56.056857,AUR
87.631703,+56.044733,AUR
88.632468,+56.032597,AUR
89.632919,+56.020454,AUR
90.633056,+56.008306,AUR
91.632878,+55.996157,AUR
92.632385,+55.984012,AUR
93.63158,+55.971873,AUR
94.131059,+55.965808,AUR
94.09328,+54.966037,AUR
94.057334,+53.966255,AUR
94.556787,+53.960192,AUR
95.555474,+53.948077,AUR
96.553872,+53.935979,AUR
97.551983,+53.923903,AUR
98.549805,+53.911851,AUR
99.54734,+53.899828,AUR
100.046001,+53.893829,AUR
100.012188,+52.894032,AUR
99.979899,+51.894226,AUR
99.949015,+50.894412,AUR
99.919431,+49.894589,AUR
100.418222,+49.888596,AUR
101.415615,+49.876636,AUR
102.412763,+49.864715,AUR
103.409667,+49.852837,AUR
104.406327,+49.841005,AUR
104.378417,+48.841170,AUR
104.3516,+47.841329,AUR
104.325797,+46.841482,AUR
104.300937,+45.841629,AUR
104.276953,+44.841771,AUR
104.265273,+44.341840,AUR
105.262335,+44.330051,AUR
106.259197,+44.318314,AUR
107.255863,+44.306633,AUR
108.252333,+44.295012,AUR
109.248607,+44.283455,AUR
110.244687,+44.271964,AUR
111.240575,+44.260544,AUR
112.23627,+44.249198,AUR
112.734048,+44.243553,AUR
112.723113,+43.743615,AUR
112.70178,+42.743736,AUR
112.681124,+41.743853,AUR
112.661101,+40.743966,AUR
112.641672,+39.744076,AUR
112.622799,+38.744183,AUR
112.604448,+37.744286,AUR
112.586585,+36.744388,AUR
112.569182,+35.744486,AUR
112.560644,+35.244534,AUR
112.062255,+35.250186,AUR
111.065373,+35.261545,AUR
110.068352,+35.272978,AUR
109.071192,+35.284481,AUR
108.07389,+35.296050,AUR
107.076447,+35.307682,AUR
106.07886,+35.319373,AUR
105.081131,+35.331120,AUR
104.083256,+35.342919,AUR
103.085237,+35.354766,AUR
102.087071,+35.366659,AUR
101.088759,+35.378593,AUR
100.090301,+35.390565,AUR
100.081323,+34.890618,AUR
100.063691,+33.890724,AUR
100.046468,+32.890828,AUR
100.02963,+31.890929,AUR
100.013152,+30.891028,AUR
99.997017,+29.891125,AUR
99.981201,+28.891220,AUR
99.965687,+27.891313,AUR
98.96673,+27.903323,AUR
97.967661,+27.915363,AUR
96.968483,+27.927429,AUR
95.969193,+27.939519,AUR
94.969791,+27.951627,AUR
93.970278,+27.963751,AUR
92.970652,+27.975886,AUR
91.970915,+27.988030,AUR
90.971064,+28.000178,AUR
90.221101,+28.009289,AUR
90.22893,+28.509242,AUR
89.978928,+28.512279,AUR
88.97885,+28.524424,AUR
87.978656,+28.536563,AUR
86.978348,+28.548691,AUR
85.977922,+28.560806,AUR
84.977382,+28.572902,AUR
83.976728,+28.584977,AUR
82.975958,+28.597026,AUR
81.975072,+28.609047,AUR
80.974071,+28.621035,AUR
79.972956,+28.632987,AUR
78.971727,+28.644899,AUR
77.970384,+28.656768,AUR
76.968926,+28.668589,AUR
75.967356,+28.680359,AUR
74.965671,+28.692076,AUR
73.963875,+28.703734,AUR
73.212453,+28.712437,AUR
73.220003,+29.212394,AUR
73.235325,+30.212305,AUR
72.984806,+30.215199,AUR
71.982656,+30.226732,AUR
70.980387,+30.238197,AUR
69.978,+30.249589,AUR
69.476763,+30.255257,AUR
227.781517,+07.525399,BOO
227.531811,+07.523183,BOO
226.532994,+07.514410,BOO
225.534195,+07.505784,BOO
224.535416,+07.497310,BOO
223.536654,+07.488988,BOO
222.537909,+07.480822,BOO
221.539182,+07.472813,BOO
220.540472,+07.464965,BOO
219.541778,+07.457280,BOO
218.5431,+07.449761,BOO
217.544438,+07.442408,BOO
216.54579,+07.435225,BOO
215.547159,+07.428215,BOO
214.548541,+07.421378,BOO
213.549937,+07.414717,BOO
212.551349,+07.408234,BOO
211.552772,+07.401932,BOO
210.554208,+07.395811,BOO
209.555657,+07.389874,BOO
208.557119,+07.384123,BOO
207.558591,+07.378559,BOO
206.560076,+07.373184,BOO
205.561571,+07.368000,BOO
204.563076,+07.363008,BOO
204.063833,+07.360584,BOO
204.058935,+08.360572,BOO
204.054012,+09.360561,BOO
204.049062,+10.360549,BOO
204.044079,+11.360537,BOO
204.039062,+12.360525,BOO
204.034005,+13.360513,BOO
204.028908,+14.360500,BOO
204.023763,+15.360488,BOO
204.01857,+16.360475,BOO
204.013323,+17.360463,BOO
204.008019,+18.360450,BOO
204.002652,+19.360437,BOO
203.997219,+20.360424,BOO
203.991716,+21.360411,BOO
203.986137,+22.360397,BOO
203.980476,+23.360384,BOO
203.974731,+24.360370,BOO
203.968893,+25.360356,BOO
203.962959,+26.360342,BOO
203.95692,+27.360327,BOO
203.95386,+27.860320,BOO
204.450876,+27.862733,BOO
205.444941,+27.867702,BOO
206.439053,+27.872864,BOO
207.433209,+27.878215,BOO
208.427415,+27.883755,BOO
209.421672,+27.889482,BOO
210.41598,+27.895394,BOO
210.78886,+27.897658,BOO
210.784932,+28.397646,BOO
210.776966,+29.397621,BOO
210.770886,+30.147603,BOO
211.392032,+30.151432,BOO
211.888965,+30.154546,BOO
211.886849,+30.404539,BOO
211.878276,+31.404512,BOO
211.869518,+32.404484,BOO
211.860563,+33.404456,BOO
211.851399,+34.404427,BOO
211.842015,+35.404397,BOO
211.832394,+36.404367,BOO
211.822523,+37.404336,BOO
211.812384,+38.404304,BOO
211.801961,+39.404271,BOO
211.791234,+40.404237,BOO
211.780185,+41.404202,BOO
211.76879,+42.404166,BOO
211.757025,+43.404129,BOO
211.744866,+44.404091,BOO
211.732283,+45.404051,BOO
211.719248,+46.404010,BOO
211.705725,+47.403967,BOO
211.69877,+47.903945,BOO
211.691679,+48.403923,BOO
211.677069,+49.403877,BOO
211.661851,+50.403829,BOO
211.645978,+51.403779,BOO
211.629396,+52.403726,BOO
211.612044,+53.403672,BOO
211.593857,+54.403614,BOO
211.584427,+54.903584,BOO
212.076983,+54.906716,BOO
213.062207,+54.913112,BOO
214.047587,+54.919685,BOO
215.033127,+54.926433,BOO
216.01883,+54.933353,BOO
217.004702,+54.940444,BOO
217.251197,+54.942243,BOO
217.990745,+54.947704,BOO
218.976965,+54.955131,BOO
219.963365,+54.962721,BOO
220.949951,+54.970474,BOO
221.936724,+54.978387,BOO
222.92369,+54.986458,BOO
223.910853,+54.994684,BOO
224.898216,+55.003062,BOO
225.885783,+55.011591,BOO
226.873558,+55.020268,BOO
227.861546,+55.029090,BOO
228.849747,+55.038055,BOO
229.591043,+55.044871,BOO
229.604952,+54.544935,BOO
229.631773,+53.545059,BOO
229.657356,+52.545177,BOO
229.904736,+52.547469,BOO
230.89438,+52.556720,BOO
231.884233,+52.566107,BOO
232.874295,+52.575625,BOO
233.86457,+52.585272,BOO
234.855062,+52.595045,BOO
235.845771,+52.604942,BOO
236.836704,+52.614958,BOO
237.084471,+52.617481,BOO
237.111515,+51.617619,BOO
237.124591,+51.117686,BOO
237.13739,+50.617751,BOO
237.162189,+49.617877,BOO
237.185991,+48.617999,BOO
237.208868,+47.618115,BOO
237.230886,+46.618228,BOO
237.252105,+45.618336,BOO
237.272582,+44.618440,BOO
237.292364,+43.618541,BOO
237.311499,+42.618638,BOO
237.33003,+41.618733,BOO
237.347996,+40.618825,BOO
237.36543,+39.618913,BOO
237.116838,+39.616382,BOO
236.12256,+39.606332,BOO
235.128425,+39.596402,BOO
234.134427,+39.586595,BOO
233.140569,+39.576913,BOO
232.64369,+39.572120,BOO
232.659641,+38.572197,BOO
232.675152,+37.572272,BOO
232.690253,+36.572344,BOO
232.704968,+35.572415,BOO
232.719318,+34.572484,BOO
232.73333,+33.572551,BOO
232.747019,+32.572617,BOO
232.249461,+32.567850,BOO
231.254423,+32.558415,BOO
230.259486,+32.549115,BOO
229.26465,+32.539951,BOO
229.015956,+32.537682,BOO
229.02863,+31.537740,BOO
229.041033,+30.537796,BOO
229.053185,+29.537852,BOO
229.065098,+28.537906,BOO
229.076787,+27.537959,BOO
229.088265,+26.538012,BOO
229.099545,+25.538063,BOO
228.352518,+25.531300,BOO
227.60553,+25.524616,BOO
227.616362,+24.524665,BOO
227.627021,+23.524712,BOO
227.63752,+22.524759,BOO
227.647868,+21.524805,BOO
227.658075,+20.524850,BOO
227.668149,+19.524895,BOO
227.678099,+18.524939,BOO
227.687933,+17.524983,BOO
227.697659,+16.525026,BOO
227.707286,+15.525069,BOO
227.71682,+14.525111,BOO
227.726266,+13.525153,BOO
227.735635,+12.525195,BOO
227.744931,+11.525236,BOO
227.75416,+10.525277,BOO
227.763331,+09.525318,BOO
227.772449,+08.525359,BOO
65.076357,-39.700734,CAE
65.094664,-38.700834,CAE
65.112465,-37.700932,CAE
65.129793,-36.701027,CAE
66.125867,-36.712022,CAE
67.122083,-36.723105,CAE
68.11844,-36.734273,CAE
69.114942,-36.745523,CAE
69.862413,-36.754011,CAE
69.87992,-35.754111,CAE
69.896991,-34.754208,CAE
69.913655,-33.754303,CAE
69.929934,-32.754396,CAE
69.945851,-31.754486,CAE
69.961428,-30.754575,CAE
69.976684,-29.754662,CAE
70.226052,-29.757503,CAE
71.223594,-29.768913,CAE
71.722407,-29.774645,CAE
71.737532,-28.774732,CAE
71.75237,-27.774818,CAE
71.76332,-27.024881,CAE
72.262284,-27.030632,CAE
73.260291,-27.042183,CAE
73.759332,-27.047983,CAE
74.258399,-27.053798,CAE
75.25661,-27.065474,CAE
76.254924,-27.077206,CAE
76.243707,-27.827140,CAE
76.228506,-28.827051,CAE
76.213011,-29.826960,CAE
76.197203,-30.826866,CAE
76.18106,-31.826771,CAE
76.164566,-32.826674,CAE
76.147694,-33.826575,CAE
76.130424,-34.826473,CAE
76.112729,-35.826369,CAE
76.094583,-36.826262,CAE
76.075956,-37.826152,CAE
76.056818,-38.826040,CAE
76.037133,-39.825924,CAE
76.016868,-40.825804,CAE
75.995982,-41.825681,CAE
75.974433,-42.825554,CAE
74.977482,-42.813838,CAE
73.980719,-42.802179,CAE
73.482407,-42.796372,CAE
73.460438,-43.796244,CAE
73.43772,-44.796112,CAE
73.414201,-45.795975,CAE
73.402124,-46.295905,CAE
72.904087,-46.290116,CAE
71.90817,-46.278588,CAE
70.912461,-46.267128,CAE
69.916958,-46.255741,CAE
68.921658,-46.244428,CAE
68.424084,-46.238801,CAE
68.412177,-46.738734,CAE
68.387686,-47.738596,CAE
68.362238,-48.738452,CAE
67.864946,-48.732848,CAE
66.870524,-48.721701,CAE
65.876319,-48.710640,CAE
64.882331,-48.699667,CAE
64.907076,-47.699803,CAE
64.930892,-46.699934,CAE
64.95384,-45.700060,CAE
64.975982,-44.700182,CAE
64.997372,-43.700299,CAE
65.018061,-42.700413,CAE
65.038094,-41.700523,CAE
65.057512,-40.700630,CAE
94.131059,+55.965808,CAM
93.63158,+55.971873,CAM
92.632385,+55.984012,CAM
91.632878,+55.996157,CAM
90.633056,+56.008306,CAM
89.632919,+56.020454,CAM
88.632468,+56.032597,CAM
87.631703,+56.044733,CAM
86.630621,+56.056857,CAM
85.629225,+56.068965,CAM
84.627513,+56.081054,CAM
83.625488,+56.093121,CAM
82.623146,+56.105161,CAM
81.62049,+56.117170,CAM
80.617521,+56.129146,CAM
79.614239,+56.141084,CAM
78.610643,+56.152981,CAM
77.606736,+56.164833,CAM
77.569707,+55.165051,CAM
77.534491,+54.165258,CAM
77.500937,+53.165456,CAM
77.48474,+52.665551,CAM
76.481009,+52.677348,CAM
75.477004,+52.689093,CAM
74.472731,+52.700781,CAM
73.468187,+52.712409,CAM
72.840209,+52.719645,CAM
72.463373,+52.723974,CAM
71.45829,+52.735472,CAM
70.452942,+52.746899,CAM
69.44733,+52.758252,CAM
68.441453,+52.769528,CAM
67.435314,+52.780722,CAM
66.428915,+52.791832,CAM
65.422255,+52.802854,CAM
64.415342,+52.813784,CAM
63.408171,+52.824619,CAM
62.400748,+52.835356,CAM
61.393076,+52.845991,CAM
60.385152,+52.856522,CAM
59.376984,+52.866944,CAM
58.368572,+52.877255,CAM
57.359916,+52.887451,CAM
56.351024,+52.897529,CAM
55.341893,+52.907486,CAM
54.332529,+52.917320,CAM
53.322933,+52.927025,CAM
52.31311,+52.936601,CAM
52.326222,+53.436539,CAM
52.353393,+54.436411,CAM
52.381925,+55.436277,CAM
51.370917,+55.445728,CAM
50.359665,+55.455044,CAM
49.853949,+55.459649,CAM
49.882902,+56.459518,CAM
49.913421,+57.459380,CAM
49.407194,+57.463954,CAM
48.900903,+57.468493,CAM
48.932649,+58.468352,CAM
48.966254,+59.468202,CAM
49.001907,+60.468042,CAM
49.039829,+61.467873,CAM
49.080264,+62.467693,CAM
49.1235,+63.467500,CAM
49.16987,+64.467293,CAM
49.219755,+65.467070,CAM
49.273607,+66.466829,CAM
49.331955,+67.466569,CAM
49.395426,+68.466285,CAM
49.905519,+68.461712,CAM
50.925384,+68.452458,CAM
51.944819,+68.443065,CAM
52.96382,+68.433537,CAM
53.98238,+68.423877,CAM
54.236949,+68.421442,CAM
54.311052,+69.421087,CAM
54.392379,+70.420697,CAM
54.482097,+71.420267,CAM
54.581637,+72.419790,CAM
54.692778,+73.419258,CAM
54.817754,+74.418659,CAM
54.959409,+75.417980,CAM
55.121424,+76.417204,CAM
55.30865,+77.416307,CAM
56.08206,+77.408852,CAM
56.726212,+77.402587,CAM
56.948703,+78.401501,CAM
57.212501,+79.400213,CAM
57.530486,+80.398661,CAM
57.920153,+80.394843,CAM
58.958484,+80.384582,CAM
59.99567,+80.374204,CAM
61.031702,+80.363713,CAM
62.066571,+80.353113,CAM
63.100272,+80.342408,CAM
64.132794,+80.331602,CAM
65.164133,+80.320697,CAM
66.19428,+80.309697,CAM
67.223231,+80.298607,CAM
68.25098,+80.287429,CAM
69.277521,+80.276168,CAM
70.30285,+80.264827,CAM
71.326965,+80.253410,CAM
72.34986,+80.241920,CAM
73.371531,+80.230362,CAM
74.391978,+80.218739,CAM
75.411198,+80.207055,CAM
76.429188,+80.195314,CAM
77.445948,+80.183519,CAM
78.461477,+80.171675,CAM
79.475774,+80.159784,CAM
80.488838,+80.147851,CAM
80.935985,+81.145214,CAM
81.495597,+82.141914,CAM
82.21655,+83.137659,CAM
83.180682,+84.131965,CAM
84.536018,+85.123951,CAM
85.550211,+85.111864,CAM
86.561873,+85.099757,CAM
87.571017,+85.087634,CAM
88.577658,+85.075499,CAM
89.581814,+85.063355,CAM
90.5835,+85.051208,CAM
91.582734,+85.039059,CAM
92.579537,+85.026913,CAM
93.573925,+85.014774,CAM
94.565919,+85.002645,CAM
95.555537,+84.990530,CAM
96.542801,+84.978432,CAM
97.527729,+84.966356,CAM
98.510346,+84.954303,CAM
99.49067,+84.942279,CAM
100.468725,+84.930285,CAM
101.444533,+84.918327,CAM
102.418118,+84.906407,CAM
103.3895,+84.894528,CAM
104.358704,+84.882694,CAM
105.325754,+84.870909,CAM
106.290672,+84.859174,CAM
107.253483,+84.847495,CAM
108.214214,+84.835873,CAM
109.172886,+84.824312,CAM
110.129525,+84.812814,CAM
111.084158,+84.801384,CAM
112.036806,+84.790024,CAM
112.987497,+84.778738,CAM
113.936258,+84.767527,CAM
114.883112,+84.756395,CAM
115.828086,+84.745345,CAM
116.771205,+84.734379,CAM
117.712496,+84.723502,CAM
118.651985,+84.712714,CAM
119.589696,+84.702019,CAM
120.525659,+84.691420,CAM
121.459898,+84.680920,CAM
122.39244,+84.670520,CAM
123.323312,+84.660224,CAM
124.252538,+84.650033,CAM
125.180148,+84.639952,CAM
126.106166,+84.629981,CAM
127.03062,+84.620124,CAM
127.953536,+84.610382,CAM
129.402672,+85.602792,CAM
130.402641,+86.097546,CAM
131.288122,+86.088246,CAM
132.171791,+86.079068,CAM
133.053684,+86.070013,CAM
133.933836,+86.061083,CAM
134.812286,+86.052282,CAM
135.689067,+86.043609,CAM
136.564215,+86.035068,CAM
137.437768,+86.026659,CAM
138.309759,+86.018385,CAM
139.180222,+86.010247,CAM
140.049195,+86.002247,CAM
140.91671,+85.994387,CAM
141.782802,+85.986667,CAM
142.647504,+85.979090,CAM
143.51085,+85.971657,CAM
144.372875,+85.964370,CAM
145.233611,+85.957230,CAM
146.093091,+85.950238,CAM
146.951348,+85.943395,CAM
147.808415,+85.936704,CAM
148.664325,+85.930165,CAM
149.519108,+85.923779,CAM
150.372798,+85.917549,CAM
151.225427,+85.911474,CAM
152.077025,+85.905557,CAM
152.927625,+85.899797,CAM
153.777257,+85.894198,CAM
154.625954,+85.888758,CAM
155.473745,+85.883480,CAM
156.32066,+85.878364,CAM
157.166732,+85.873412,CAM
158.011991,+85.868624,CAM
158.856465,+85.864001,CAM
159.700187,+85.859544,CAM
160.543185,+85.855254,CAM
161.385489,+85.851131,CAM
162.22713,+85.847177,CAM
163.068137,+85.843392,CAM
163.908539,+85.839777,CAM
164.748365,+85.836332,CAM
165.587644,+85.833059,CAM
166.426407,+85.829957,CAM
167.264682,+85.827027,CAM
168.102497,+85.824270,CAM
168.939882,+85.821686,CAM
169.776864,+85.819276,CAM
170.613474,+85.817040,CAM
171.449739,+85.814979,CAM
172.285688,+85.813092,CAM
173.121349,+85.811381,CAM
173.956751,+85.809845,CAM
174.791922,+85.808486,CAM
175.626889,+85.807302,CAM
176.461683,+85.806295,CAM
177.296331,+85.805464,CAM
178.130859,+85.804809,CAM
178.965299,+85.804332,CAM
179.799677,+85.804031,CAM
180.63402,+85.803908,CAM
181.468358,+85.803961,CAM
182.302719,+85.804191,CAM
183.13713,+85.804598,CAM
183.971619,+85.805181,CAM
184.806216,+85.805942,CAM
185.640948,+85.806878,CAM
186.475844,+85.807992,CAM
187.31093,+85.809281,CAM
188.146236,+85.810747,CAM
188.98179,+85.812388,CAM
189.81762,+85.814204,CAM
190.653756,+85.816196,CAM
191.490223,+85.818362,CAM
192.327054,+85.820702,CAM
193.164275,+85.823217,CAM
194.001915,+85.825905,CAM
194.840003,+85.828766,CAM
195.678566,+85.831799,CAM
196.517636,+85.835004,CAM
197.357241,+85.838381,CAM
198.197409,+85.841928,CAM
199.038171,+85.845645,CAM
199.879554,+85.849532,CAM
200.721591,+85.853587,CAM
201.564308,+85.857810,CAM
202.407737,+85.862201,CAM
203.251908,+85.866757,CAM
204.096849,+85.871480,CAM
204.942593,+85.876367,CAM
205.789169,+85.881417,CAM
206.636606,+85.886631,CAM
207.484937,+85.892006,CAM
208.334192,+85.897542,CAM
209.184401,+85.903237,CAM
210.035597,+85.909092,CAM
210.88781,+85.915104,CAM
211.741073,+85.921272,CAM
212.595416,+85.927596,CAM
213.023003,+85.930816,CAM
213.689369,+85.433331,CAM
214.66493,+84.437011,CAM
215.34476,+83.439573,CAM
215.845767,+82.441461,CAM
216.23046,+81.442911,CAM
216.535272,+80.444059,CAM
216.782868,+79.444991,CAM
216.309359,+79.441443,CAM
215.362782,+79.434469,CAM
214.416779,+79.427659,CAM
213.471335,+79.421017,CAM
212.526435,+79.414544,CAM
211.582065,+79.408241,CAM
210.638211,+79.402110,CAM
209.694854,+79.396152,CAM
208.751982,+79.390370,CAM
207.809579,+79.384764,CAM
206.867628,+79.379336,CAM
205.926116,+79.374087,CAM
204.985026,+79.369019,CAM
204.044343,+79.364133,CAM
203.809235,+79.362941,CAM
203.944803,+78.363283,CAM
204.059192,+77.363572,CAM
204.157059,+76.363819,CAM
203.441683,+76.360259,CAM
202.488114,+76.355675,CAM
201.534837,+76.351280,CAM
200.581839,+76.347073,CAM
199.629108,+76.343057,CAM
198.676632,+76.339232,CAM
197.724396,+76.335599,CAM
196.77239,+76.332159,CAM
195.820599,+76.328914,CAM
194.869012,+76.325863,CAM
193.917617,+76.323008,CAM
192.966399,+76.320349,CAM
192.015345,+76.317887,CAM
191.064446,+76.315623,CAM
190.113684,+76.313558,CAM
189.163049,+76.311692,CAM
188.212529,+76.310024,CAM
187.262107,+76.308557,CAM
186.311776,+76.307290,CAM
185.361519,+76.306224,CAM
184.411325,+76.305358,CAM
183.461178,+76.304694,CAM
182.511069,+76.304230,CAM
181.560983,+76.303968,CAM
180.610906,+76.303908,CAM
179.660827,+76.304049,CAM
178.710733,+76.304391,CAM
177.760611,+76.304935,CAM
176.810448,+76.305680,CAM
175.860229,+76.306626,CAM
174.909944,+76.307772,CAM
174.434772,+76.308421,CAM
174.462025,+77.308401,CAM
174.49386,+78.308379,CAM
174.531558,+79.308352,CAM
174.063563,+79.309040,CAM
173.127483,+79.310564,CAM
172.191275,+79.312284,CAM
171.254919,+79.314201,CAM
170.3184,+79.316314,CAM
169.381704,+79.318621,CAM
168.444815,+79.321124,CAM
167.507715,+79.323820,CAM
166.570389,+79.326710,CAM
165.632823,+79.329793,CAM
164.694999,+79.333068,CAM
163.756902,+79.336533,CAM
162.818517,+79.340189,CAM
162.947228,+80.339932,CAM
163.105341,+81.339616,CAM
162.181221,+81.343402,CAM
161.256725,+81.347373,CAM
160.331832,+81.351530,CAM
159.406527,+81.355870,CAM
158.480789,+81.360393,CAM
157.5546,+81.365097,CAM
156.627944,+81.369982,CAM
155.700798,+81.375046,CAM
154.773147,+81.380289,CAM
153.844973,+81.385708,CAM
152.916254,+81.391303,CAM
151.986975,+81.397071,CAM
151.057117,+81.403013,CAM
150.126662,+81.409125,CAM
149.195591,+81.415408,CAM
148.263885,+81.421858,CAM
147.331527,+81.428475,CAM
146.398499,+81.435258,CAM
145.464783,+81.442203,CAM
144.530361,+81.449310,CAM
143.595213,+81.456577,CAM
142.659324,+81.464002,CAM
142.191096,+81.467773,CAM
141.862134,+80.469103,CAM
141.595062,+79.470183,CAM
141.373803,+78.471077,CAM
141.1874,+77.471831,CAM
141.02813,+76.472475,CAM
140.890397,+75.473031,CAM
140.77004,+74.473518,CAM
140.663906,+73.473947,CAM
140.61539,+72.974143,CAM
140.130528,+72.978082,CAM
139.160487,+72.986077,CAM
138.190014,+72.994226,CAM
137.219102,+73.002526,CAM
136.247739,+73.010976,CAM
135.275919,+73.019572,CAM
134.303631,+73.028312,CAM
133.33087,+73.037195,CAM
132.357624,+73.046217,CAM
131.383887,+73.055376,CAM
130.409651,+73.064669,CAM
129.434907,+73.074095,CAM
